gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	georeferenceSources	georeferenceRemarks	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
860334166	837381f4-f762-11e1-a439-00145eb45e9a	EMMA:EMMA:9289-1	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Ribazos de Alcalá de la Selva, cerca de la Ermita de San Miguel	Teruel		1	46fca4d7-47a9-465f-97c8-161e209e624e	40.371911	-0.719304	300	Laura Kostyniuk	11/5/2020	Google Maps	Duplicate, Location based on Alcala de la Selva. Unsure what Ermita de San Miguel refers to, may be an Ermita or a hiking area nearby		1550	0			1946-07-01T00:00:00	1	7	1946	3039491	3039491	PRESERVED_SPECIMEN	EMMA	EMMA	9289-1				CC_BY_NC_4_0		Raúl Font & E. Sierra			2020-02-10T14:21:02.391Z		
895294286	834a4794-f762-11e1-a439-00145eb45e9a	DB888B69-6ADD-4C25-857F-59907BCC92E3	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Tramacastilla	Teruel		1	8209258a-80e8-4094-aba2-a3febe5ed45b	40.430681	-1.572843	350	Laura Kostyniuk	11/5/2020	Google Maps											3039491	3039491	PRESERVED_SPECIMEN	VAL	VAL	159316-1		C. Pau		CC_BY_NC_4_0		D. Almagro			2020-02-11T00:02:13.305Z		RECORDED_DATE_INVALID
895149012	834a4794-f762-11e1-a439-00145eb45e9a	AB3E7D35-723E-4FA9-BF47-5B3270A96257	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Valdelinares; Cerrada de la Balsa	Teruel		1	8209258a-80e8-4094-aba2-a3febe5ed45b	40.391674	-0.606085	200	Laura Kostyniuk	11/5/2020	Google Maps	Duplicate, location based on Valdelinares, Cerrada de la Balsa may be a hiking route: https://es.wikiloc.com/rutas-senderismo/el-avellanar-de-la-cerrada-de-la-balsa-21432793, https://es.wikiloc.com/rutas-senderismo/cerrada-de-la-balsa-pino-del-escobon-y-el-molinete-33744841		1600	0			1983-06-18T00:00:00	18	6	1983	3039491	3039491	PRESERVED_SPECIMEN	VAL	VAL	112506-1				CC_BY_NC_4_0		Mateo & Aguilella			2020-02-11T00:02:10.893Z		
895154321	834a4794-f762-11e1-a439-00145eb45e9a	9B058670-99CC-4591-B0F6-54DBB3C4B7B1	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Jardí Botànic de València C-8, 20	Valencia		1	8209258a-80e8-4094-aba2-a3febe5ed45b	39.475498	-0.386328	300	Laura Kostyniuk	11/5/2020	Google Maps							1982-06-15T00:00:00	15	6	1982	3039491	3039491	PRESERVED_SPECIMEN	VAL	VAL	12-1				CC_BY_NC_4_0		Aguilella			2020-02-11T00:02:12.975Z		
214394675	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Aldeamayor de San Martín, pr. Casas del Soto de Villaverde	Valladolid			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.52	-4.62				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	125483-1	PB 2806	P. Bariego		CC_BY_NC_4_0		P. Bariego & J.M. García			2020-02-11T05:35:16.464Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
2592068125	835613da-f762-11e1-a439-00145eb45e9a	A6F51A68-6815-4FD9-866E-632B45B311E1	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Sierra Yemas, Riofrío - Gemiguel	Valladolid		1	a7ae8a07-cb3f-42e6-8f4e-22868f8cdb27	41.45	-4.75	71			gbif			1250	0			2000-06-29T00:00:00	29	6	2000	3039491	3039491	PRESERVED_SPECIMEN	MAF	MAF	160723-1				CC_BY_NC_4_0		P. Rodríguez-Rojo			2020-04-17T06:11:55.629Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1936609168	834c9918-f762-11e1-a439-00145eb45e9a	581a43d7-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus		ES	Arcillera,  Veguita Redonda	Zamora			0363cbd4-f666-455e-8e86-0bbddcf51950	41.6795	-6.2742				gbif							1999-08-27T00:00:00	27	8	1999	3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00690718		P. Bariego Hernandez		CC_BY_NC_4_0		P. Bariego Hernandez			2020-02-11T00:03:26.855Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
137487850	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Bermillo de Sayago	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.366563	-6.11008	1000	Laura Kostyniuk	11/5/2020	Google Maps											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	92614-1				CC_BY_NC_4_0		M. Ladero & F. Santos Francés			2020-02-11T05:35:15.942Z		RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
137487827	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Bermillo de Sayago	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.380001	-6.02				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	90561-1				CC_BY_NC_4_0		M. Ladero & A. Amor			2020-02-11T05:35:17.380Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
1936510826	834c9918-f762-11e1-a439-00145eb45e9a	4ffd2359-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus		ES	Chanos, pr. San Martín de Castañeda, Sanabria	Zamora			0363cbd4-f666-455e-8e86-0bbddcf51950	42.135338	-6.721285	500	Laura Kostyniuk	11/5/2020	Google Maps	location based on San Martin de Castaneda, Sanabria						1992-09-05T00:00:00	5	9	1992	3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00585315				CC_BY_NC_4_0		Juan José Aldasoro Martín			2020-02-11T00:03:26.298Z		TAXON_MATCH_FUZZY
895359787	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Cobreros, Sotillo de Sanabria, senda entre Sotillo y San Román	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	42.080002	-6.72				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	131643-1	PB-1938	P. Bariego		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:16.519Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
137486884	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Cubo de Benavente, Monte La Dehesa	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	42.110001	-6.18				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	101763-1		P. Bariego Hernández		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:17.363Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
1936609226	834c9918-f762-11e1-a439-00145eb45e9a	581a6c25-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus		ES	Galende, Puente de Sanabria,  Ribera del río Tera	Zamora			0363cbd4-f666-455e-8e86-0bbddcf51950	42.084	-6.6438				gbif											3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00690725		P. Bariego Hernandez		CC_BY_NC_4_0		P. Bariego Hernandez			2020-02-11T00:03:39.110Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1936535647	834c9918-f762-11e1-a439-00145eb45e9a	525745c1-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Galende, Ribadelago, Bouzas	Zamora			0363cbd4-f666-455e-8e86-0bbddcf51950	42.115065	-6.707615	4000	Laura Kostyniuk	11/5/2020	Google Maps	georeference is midpoint between Galende and Ribadelago; unsure what Bouzas refers to						1991-07-01T00:00:00		7	1991	3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00611235				CC_BY_NC_4_0		Juan José Aldasoro Martín			2020-02-11T00:03:26.332Z		
895359551	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Galende, San Martín de Castañeda	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	42.130001	-6.71				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	131644-1	PB-1019	P. Bariego		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:16.561Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1936608157	834c9918-f762-11e1-a439-00145eb45e9a	581a32d9-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus		ES	Losacino,  Ribera de Valdeladrones	Zamora			0363cbd4-f666-455e-8e86-0bbddcf51950	41.6748	-6.0822				gbif							2000-08-20T00:00:00	20	8	2000	3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00690715		P. Bariego Hernandez		CC_BY_NC_4_0		P. Bariego Hernandez			2020-02-11T00:03:39.150Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
895359656	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Mombuey, Fresno de la Carballeda, arroyo del Valle	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.990002	-6.36				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	131648-1	PB-1766	P. Bariego		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:17.779Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1936609136	834c9918-f762-11e1-a439-00145eb45e9a	581a3e32-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus		ES	Moral de Sayago,  Vuelta la Figal	Zamora			0363cbd4-f666-455e-8e86-0bbddcf51950	40.6135	-6.1408				gbif							1999-05-25T00:00:00	25	5	1999	3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00690717		P. Bariego Hernandez		CC_BY_NC_4_0		P. Bariego Hernandez			2020-02-11T00:03:39.110Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
895360406	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Peñausende, Tamame, ´Las Carboneras´	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.310001	-5.93				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	132765-1		P. Bariego		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:16.525Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
137486886	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Pereruela, Sogo, El Bacallón	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.450001	-5.98				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	101765-1		P. Bariego Hernández		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:16.022Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
895359574	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Puebla de Sanabria, Campiñas	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	42.060001	-6.67				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	131645-1	PB-993	P. Bariego		CC_BY_NC_4_0		P. Bariego & J. A. Sánchez Agudo			2020-02-11T05:35:17.749Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
895361785	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Riofrío de Aliste, Requejada	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.810001	-6.18				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	134721-1		P. Bariego Hernández		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:16.678Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
137486883	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Riofrío de Aliste, Requejada	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.810001	-6.18				gbif	Duplicate										3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	101762-1		P. Bariego Hernández		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:17.372Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
1936574159	834c9918-f762-11e1-a439-00145eb45e9a	563c313b-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus		ES	Riofrío de Aliste, Requejada	Zamora			0363cbd4-f666-455e-8e86-0bbddcf51950	41.8034	-6.1847				gbif							1999-09-12T00:00:00	12	9	1999	3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00650162				CC_BY_NC_4_0		Bariego Hernández, P.			2020-02-11T00:03:38.822Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1936608319	834c9918-f762-11e1-a439-00145eb45e9a	581a388f-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus		ES	San Vitero	Zamora			0363cbd4-f666-455e-8e86-0bbddcf51950	41.7715	-6.3546				gbif							1999-10-28T00:00:00	28	10	1999	3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00690716		P. Bariego Hernandez		CC_BY_NC_4_0		P. Bariego Hernandez			2020-02-11T00:03:39.152Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
895359682	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Trabazos, Nuez de Aliste, arroyo del Puerto	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.75	-6.56				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	131649-1	PB-3127	P. Bariego		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:17.751Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1936204178	834c9918-f762-11e1-a439-00145eb45e9a	62d62434-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus		ES	Trefacio de Sanabria,  Ribera del río Trefacio	Zamora			0363cbd4-f666-455e-8e86-0bbddcf51950	42.1112	-6.6549				gbif							2000-08-25T00:00:00	25	8	2000	3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00792693		Patricio Bariego Hernández		CC_BY_NC_4_0		Patricio Bariego Hernández			2020-02-11T00:03:24.590Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
895360445	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Trefacio, Ribera del río Trefacio	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	42.110001	-6.65				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	132764-1		P. Bariego		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:17.712Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
137486898	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Trefacio, Ribera del río Trefacio	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	42.110001	-6.65				gbif	Duplicate										3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	102707-1		P. Bariego Hernández		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:16.015Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
1851364256	7b74be32-f762-11e1-a439-00145eb45e9a	7E11144E-9A17-43FC-A117-7AA637D03EA7	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Tudera	Zamora		1	730cd32c-627f-44a8-9d93-fcfb23ade969	41.38	-6.19	7071			gbif			700	0			2008-08-12T00:00:00	12	8	2008	3039491	3039491	PRESERVED_SPECIMEN	LEB	LEB	102934-1				CC_BY_NC_4_0		J.A.Casado Coco			2020-02-10T23:06:32.602Z		GEODETIC_DATUM_ASSUMED_WGS84
137486885	834b7330-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus L.	L.	ES	Villardiegua de la Ribera, Ribera de los Moriegos	Zamora			a6deb94a-2c40-47ec-a678-3d502cd42bc2	41.52	-6.23				gbif											3039491	3039491	PRESERVED_SPECIMEN	SALA	SALA	101764-1		P. Bariego Hernández		CC_BY_NC_4_0		P. Bariego			2020-02-11T05:35:16.024Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
1050629488	9f6f3c1c-b8b2-4d1d-be3e-36217e1cb9b8	VIT:VIT-Vasculares:66325-1	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Añón de Moncayo; Barranco de Morana, entre bifurcaciones de Horcajuelo y de Morana	Zaragoza		1	4c91866b-3c2e-4568-aca0-3ab0a1c1a45e	41.75	-1.76				gbif			1100	50			2001-07-24T00:00:00	24	7	2001	3039491	3039491	PRESERVED_SPECIMEN	VIT	VIT-Vasculares	66325-1				CC_BY_NC_4_0		P.M. URIBE-ECHEBARRIA			2020-02-10T20:31:33.155Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID
895145525	834a4794-f762-11e1-a439-00145eb45e9a	732E9CA2-92E7-44B2-A2F2-019E7896BDAB	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Salvatierra de Esca; Hoz del río Esca	Zaragoza		1	8209258a-80e8-4094-aba2-a3febe5ed45b	42.69	-1.01	707			gbif			580	0			1999-05-23T00:00:00	23	5	1999	3039491	3039491	PRESERVED_SPECIMEN	VAL	VAL	107941-1				CC_BY_NC_4_0		Mateo, Pisco, Bueno & Martínez			2020-02-11T00:02:12.615Z		GEODETIC_DATUM_ASSUMED_WGS84
1936241163	834c9918-f762-11e1-a439-00145eb45e9a	652a4981-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus catharticus		ES	Sierra de Sto Domingo	Zaragoza			0363cbd4-f666-455e-8e86-0bbddcf51950	42.4408	-0.9343				gbif							1987-08-09T00:00:00	9	8	1987	3039491	3039491	PRESERVED_SPECIMEN	MA	MA	MA-01-00832326			2002-02-01T00:00:00	CC_BY_NC_4_0		J. Pedrol			2020-02-11T00:03:34.638Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
335246363	4d608085-da7f-4c86-bc7d-7f5a142b6496		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.		ES	Entre le village et la				a6de8f30-d931-11db-973c-b8a03c50a862							LocationNotFound		0				1948-04-11T00:00:00	11	4	1948	3039491	3039491	PRESERVED_SPECIMEN	Université de Strasbourg	STR	STR.t37592				CC_BY_4_0		Lapraz G.			2020-02-10T12:49:36.583Z		
335251351	4d608085-da7f-4c86-bc7d-7f5a142b6496		Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.		ES	Entre le village et la gare				a6de8f30-d931-11db-973c-b8a03c50a862							LocationNotFound		0				1948-04-11T00:00:00	11	4	1948	3039491	3039491	PRESERVED_SPECIMEN	Université de Strasbourg	STR	STR.t39652				CC_BY_4_0		Lapraz G.			2020-02-10T12:49:35.893Z		
1842854603	838475f4-f762-11e1-a439-00145eb45e9a	3287B366-0E15-4D57-09B8-AE62477927B8	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	ES	Sin provincia				6f3ccc65-0a54-4e65-ae7e-13b92d618e7c	40.564153	-3.174391	570000	Laura Kostyniuk	11/5/2020	Google Maps	Sin provincia translates to without province										3039491	3039491	PRESERVED_SPECIMEN	BC	BC-Cadevall	BC-Cadevall-817379				CC_BY_NC_4_0					2020-02-19T08:28:51.165Z		
2516350817	15f819bd-6612-4447-854b-14d12ee1022d	https://data.biodiversitydata.nl/naturalis/specimen/L.2335375	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica L.	L.	FI	Al., Lemland, Nåts	Åland			396d5f30-dea9-11db-8ab4-b8a03c50a862	60.004571	20.211047	700	Laura Kostyniuk	12/5/2020	Google Maps	province previously Aland (Ahvenanmaa) Alandia (A)						1923-07-24T00:00:00	24	7	1923	3039491	3039491	PRESERVED_SPECIMEN		Botany	L.2335375				CC0_1_0	Naturalis Biodiversity Center	Kari L; Henriksson E			2020-04-14T10:46:59.107Z	StillImage	
1323754685	d0aa984e-c6d3-45ee-8fc0-df1df8f4126b	urn:catalog:TROM:V:164046	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus	Rhamnus cathartica		SPECIES	Rhamnus cathartica L.	Rhamnus cathartica	L.	FI	Alandia (Al), Brändö. Northern part of Brändö archipelago. In alder grove in Illisholm island in Jurmo Village.	Åland			689b40c4-ff31-4cd0-83a5-a7a828f1cd92	60.526314	21.071944	2000	Laura Kostyniuk	12/5/2020	Google Maps	province previously Ahvenanmaa. assumed to be Jurmo island						1969-06-30T00:00:00	30	6	1969	3039491	3039491	PRESERVED_SPECIMEN	TROM	V	164046		Unto Laine, Juhani Virtanen		CC_BY_4_0		Unto Laine, Juhani Virtanen			2020-02-10T20:33:51.160Z		
