"gbifID" "datasetKey" "kingdom" "phylum" "class" "order" "family" "genus" "species" "infraspecificEpithet" "taxonRank" "scientificName" "verbatimScientificName" "verbatimScientificNameAuthorship" "countryCode" "locality" "stateProvince" "occurrenceStatus" "individualCount" "publishingOrgKey" "decimalLatitude" "decimalLongitude" "coordinateUncertaintyInMeters" "georeferencedBy" "georeferenceSources" "georeferenceRemarks" "coordinatePrecision" "elevation" "elevationAccuracy" "depth" "depthAccuracy" "eventDate" "day" "month" "year" "taxonKey" "speciesKey" "basisOfRecord" "institutionCode" "collectionCode" "identifiedBy" "dateIdentified" "license" "rightsHolder" "recordedBy" "typeStatus" "establishmentMeans" "lastInterpreted" "mediaType" "issue"
"769" 1803138613 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté de Québec, Sillery, sur le haut de la falaise rocheuse surplombant la voie ferrée, à proximité du viaduc de la Côte Gignac." "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 46.765909 -71.265762 400 "Laura Kostyniuk" "Google Maps" "Could not find the cliff overlooking the railway" NA NA NA NA NA "1976-06-22T00:00:00" 22 6 1976 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "Catling, Paul Miles ; Mitrow, Gisèle" "2012-08-01T00:00:00" "CC0_1_0" "Université Laval" "Bernard, Jean-Paul; Roy, Claude" NA NA "2020-04-07T20:57:10.769Z" NA NA
"770" 1803138603 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté de Québec, Sillery, sur le haut de la falaise rocheuse surplombant la voie ferrée, à proximité du viaduc de la Côte Gignac." "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 46.765909 -71.265762 400 "Laura Kostyniuk" "Google Maps" "Could not find the cliff overlooking the railway" NA NA NA NA NA "1976-06-22T00:00:00" 22 6 1976 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "Catling, Paul Miles ; Mitrow, Gisèle" "2012-08-01T00:00:00" "CC0_1_0" "Université Laval" "Bernard, Jean-Paul; Roy, Claude" NA NA "2020-04-07T20:57:13.039Z" NA NA
"771" 1803138570 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté de Québec, Sillery, sur les pentes rocheuses en bordure de la voie ferrée, non loin du Chemin des Foulons." "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 46.766882 -71.259768 1000 "Laura Kostyniuk" "Google Maps" "Could not find rocky slopes at edge of railway" NA NA NA NA NA "1977-10-06T00:00:00" 6 10 1977 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "Catling, Paul Miles ; Mitrow, Gisèle" "2012-08-01T00:00:00" "CC0_1_0" "Université Laval" "Bernard, Jean-Paul" NA NA "2020-04-07T20:57:10.832Z" NA NA
"772" 1803138601 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté de St-Jean, Lacolle, Maison du Québec." "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 45.013889 -73.452778 NA NA "gbif" NA NA 60 0 NA NA "1975-06-08T00:00:00" 8 6 1975 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "Catling, Paul Miles ; Mitrow, Gisèle" "2012-08-01T00:00:00" "CC0_1_0" "Université Laval" "Grandtner, Miroslav M." NA NA "2020-04-07T20:57:15.211Z" NA "GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84"
"773" 1803138559 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté de Stanstead, canton de Hatley, North Hatley." "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 45.274765 -71.973472 2000 "Laura Kostyniuk" "Google Maps" NA NA NA NA NA NA "1971-06-09T00:00:00" 9 6 1971 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "Catling, Paul Miles ; Mitrow, Gisèle" "2012-08-01T00:00:00" "CC0_1_0" "Université Laval" "Brisson, Samuel" NA NA "2020-04-07T20:57:10.338Z" NA NA
"774" 1803138554 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté de Vaudreuil, Île Perrot, dans une prairie herbacée" "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 45.377665 -73.944173 6000 "Laura Kostyniuk" "Google Maps" NA NA NA NA NA NA "1967-06-15T00:00:00" 15 6 1967 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "Catling, Paul Miles" "2007-01-01T00:00:00" "CC0_1_0" "Université Laval" "Bernard, Guy" NA NA "2020-04-07T20:57:12.497Z" NA NA
"775" 1803138663 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté des Deux-Montagnes, Oka, Parc Paul Sauvé." "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 45.473706 -74.059125 5000 "Laura Kostyniuk" "Google Maps" NA NA NA NA NA NA "1971-07-16T00:00:00" 16 7 1971 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "non précisé" NA "CC0_1_0" "Université Laval" "Dufresne, Joseph" NA NA "2020-04-07T20:57:12.981Z" NA NA
"776" 1803138577 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté Labelle, Bellerive-sur-le-Lac" "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 46.40003 -74.983296 2000 "Laura Kostyniuk" "Google Maps, https://en.wikipedia.org/wiki/Labelle_County,_Quebec" NA NA NA NA NA NA "1990-08-09T00:00:00" 9 8 1990 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "Bernard, Jean-Paul" NA "CC0_1_0" "Université Laval" "Bernard, Jean-Paul" NA NA "2020-04-07T20:57:11.130Z" NA NA
"777" 1803138626 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté Laval, Laval-des-Rapides." "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 45.556369 -73.708572 2500 "Laura Kostyniuk" "Google Maps" NA NA NA NA NA NA "1952-08-28T00:00:00" 28 8 1952 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "non précisé" NA "CC0_1_0" "Université Laval" "Jolicoeur, Jean-Paul; Jolicoeur, Roger" NA NA "2020-04-07T20:57:16.134Z" NA NA
"778" 1803138749 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté Laval, Saint-Vincent-Paul." "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 45.623087 -73.651655 1000 "Laura Kostyniuk" "Google Maps" NA NA NA NA NA NA "1940-06-28T00:00:00" 28 6 1940 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "non précisé" NA "CC0_1_0" "Université Laval" "Danis, Dominique frère" NA NA "2020-04-07T20:57:12.785Z" NA NA
"779" 1803138578 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comté Rimouski, à la décharge du Grand Lac Kedgwick" "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 48.080143 -68.08629 2000 "Laura Kostyniuk" "Google Maps" "Unsure which side of the lake is the outlet" NA NA NA NA NA "1973-08-07T00:00:00" 7 8 1973 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "non précisé" NA "CC0_1_0" "Université Laval" "Demalsy, Paul" NA NA "2020-04-07T20:57:15.451Z" NA NA
"780" 1803138631 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Comtés de Laval & Jacques-Cartier, Ville St-Laurent" "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 45.499009 -73.720258 4000 "Laura Kostyniuk" "Google Maps, https://en.wikipedia.org/wiki/Jacques-Cartier_County,_Quebec" NA NA NA NA NA NA "1959-05-29T00:00:00" 29 5 1959 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "non précisé" NA "CC0_1_0" "Université Laval" "Gervais, C.; Lavigne, P." NA NA "2020-04-07T20:57:16.480Z" NA NA
"781" 668795155 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Coteau-du-Lac" "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 45.3 -74.183333 NA NA "gbif" NA NA NA NA NA NA "2000-03-19T00:00:00" 19 3 2000 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "Gervais, Camille" NA "CC0_1_0" "Université Laval" "Gervais, Camille" NA NA "2020-04-07T20:57:15.135Z" NA "GEODETIC_DATUM_ASSUMED_WGS84"
"782" 473407459 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "CUM, Pierrefonds, boisé de la rue [boulevard] Riverdale" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.5149 -73.825 550 NA "gbif" NA NA NA NA NA NA "1989-08-04T00:00:00" 4 8 1989 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Catling, Paul M." "2007-01-01T00:00:00" "CC0_1_0" "Université de Montréal Biodiversity Centre" "Pageau, Normand" NA NA "2020-02-10T22:26:54.020Z" NA NA
"783" 1986726031 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Dans le stationnement d'une église sur le boulevard Gouin." "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" NA NA NA NA NA "LocationNotFound, AttemptedGoogleMaps, multiple boulevard Gouin's in Quebec, have multiple churches along them" NA NA NA NA NA "2010-09-22T00:00:00" 22 9 2010 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Loiseau, Mélissa" NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Loiseau, Mélissa" NA NA "2020-02-10T22:26:50.949Z" NA NA
"784" 1986726004 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Début du parc Mont-Royal en bordure du sentier débutant à l'angle des rues chemin Côte-Sainte-Catherine et avenue du Mont-Royal." "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.515579 -73.589443 50 "Laura Kostyniuk" "Google Maps" NA NA 90 NA NA NA "2010-09-27T00:00:00" 27 9 2010 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Crispo, Maude" NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Crispo, Maude" NA NA "2020-02-10T22:26:50.743Z" NA NA
"785" 473427796 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Deux-Montagnes, future station A-640" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.544 -73.914 NA NA "gbif" NA NA NA NA NA NA "1992-09-01T00:00:00" 1 9 1992 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Claude, Ginette" NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Claude, Ginette" NA NA "2020-02-10T22:26:54.138Z" NA "GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84"
"786" 473262724 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Exutoire du lac des Deux Montagne, site 9, ruisseau Brucy. Presqu'île située au centre du site (rive nord)" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.3978 -73.949 250 NA "gbif" NA NA NA NA NA NA "1975-10-22T00:00:00" 22 10 1975 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Hay, Stuart G." "2004-01-01T00:00:00" "CC0_1_0" "Université de Montréal Biodiversity Centre" "Lagacé, Michel; Faucher, Denis" NA NA "2020-02-10T22:26:48.294Z" NA NA
"787" 864922250 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Forêt adjacente au terrain de Golf Royal Montreal, île Bizard; près d'un marécage" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.506928 -73.882253 1000 "Laura Kostyniuk" "Google Maps" "assumed golf royal montreal refers to Club de golf Royal Montréal" NA NA NA NA NA "2012-06-19T00:00:00" 19 6 2012 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Bergeron, Alexandre" NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Bergeron, Alexandre; Mignot, Jean-Sébastien; Brice, Marie-Hélène; Fayet, Basile" NA NA "2020-02-10T22:26:50.234Z" NA "COORDINATE_INVALID"
"788" 473527490 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Gatineau, boulevard La Gappe, en face entrée autoroute direction Buckingham" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.469444 -75.716667 NA NA "gbif" NA NA NA NA NA NA "1993-09-01T00:00:00" 1 9 1993 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Forest, Félix" NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Forest, Félix" NA NA "2020-02-10T22:26:41.402Z" NA "COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84"
"789" 473407466 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Gatineau, boulevard La Gappe, en face entrée autoroute direction Buckingham" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.469444 -75.716667 NA NA "gbif" NA NA NA NA NA NA "1993-08-01T00:00:00" 1 8 1993 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Catling, Paul M." "2007-01-01T00:00:00" "CC0_1_0" "Université de Montréal Biodiversity Centre" "Forest, Félix" NA NA "2020-02-10T22:26:54.206Z" NA "COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84"
"790" 1803138536 "2fd02649-fc08-4957-9ac5-2830e072c097" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Granby." "Québec" NA NA "b52e9a80-8cb7-4d37-9324-46032fd69237" 45.403876 -72.735712 8000 "Laura Kostyniuk" "Google Maps" NA NA NA NA NA NA "1967-06-13T00:00:00" 13 6 1967 3039491 3039491 "PRESERVED_SPECIMEN" "Université Laval" "QFA" "Catling, Paul Miles ; Mitrow, Gisèle" "2012-08-01T00:00:00" "CC0_1_0" "Université Laval" "Lesage, Laurent" NA NA "2020-04-07T20:57:13.251Z" NA NA
"791" 473450134 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Hemmingford, 116 route 202." "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.0449 -73.670667 NA NA "gbif" NA NA 75 NA NA NA "2004-09-05T00:00:00" 5 9 2004 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Archambault, Mariannick" NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Archambault, Mariannick" NA NA "2020-02-10T22:26:52.840Z" NA "COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84"
"792" 473407443 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Hull, à 800m à l'est du boul. Cité des Jeunes en suivant la piste cyclable située à 1 km au sud de l'intersection boul. Cité des Jeunes et Freemann" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.46535 -75.783574 80 "Laura Kostyniuk" "Google Maps" "Chemin Freeman and Boulevard Cite-des-Jeunes does not intersect, assumed to be Boulevard des Hautes Plaines (perpendicular and continues from Chemin Freeman) and Boulevard Cite-des-Jeunes" NA NA NA NA NA "1988-08-24T00:00:00" 24 8 1988 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Catling, Paul M." "2007-01-01T00:00:00" "CC0_1_0" "Université de Montréal Biodiversity Centre" "Minard, Marie-Josée" NA NA "2020-02-10T22:26:54.344Z" NA NA
"793" 473407446 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Hull, Mont Bleu, côté nord de la rue Jeanne Marie de Chavoin, à 50 m du Boul. Riel" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.466071 -75.771632 15 "Laura Kostyniuk" "Google Maps" NA NA NA NA NA NA "1995-07-04T00:00:00" 4 7 1995 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Catling, Paul M." "2007-01-01T00:00:00" "CC0_1_0" "Université de Montréal Biodiversity Centre" "Lilburn, Sheree" NA NA "2020-02-10T22:26:49.853Z" NA NA
"794" 473530770 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Hull, Mont Bleu, côté nord de la rue Jeanne Marie de Chavoin, à 50 mètres du Boul. Riel" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.466071 -75.771632 15 "Laura Kostyniuk" "Google Maps" NA NA NA NA NA NA "1995-07-04T00:00:00" 4 7 1995 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Lilburn, Sheree" NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Lilburn, Sheree" NA NA "2020-02-10T22:26:41.415Z" NA NA
"795" 1978751953 "c4a5efee-4c61-45d8-bd7a-6275b2388308" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Huntingdon, comté d'Huntingdon." "Québec" NA NA "19d3786d-5f8c-4309-995f-646ed5934089" 45.083333 -74.166667 NA NA "gbif" NA NA NA NA NA NA "1987-08-21T00:00:00" 21 8 1987 3039491 3039491 "PRESERVED_SPECIMEN" "Gouvernement du Québec" "QUE" "Catling, Paul Miles" "2007-01-01T00:00:00" "CC0_1_0" "Gouvernement du Québec" "Philion, Pierre" NA NA "2020-02-10T20:30:04.756Z" NA "GEODETIC_DATUM_ASSUMED_WGS84"
"796" 473542917 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Iberville" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.307802 -73.230236 1000 "Laura Kostyniuk" "Google Maps" NA NA NA NA NA NA "1933-06-01T00:00:00" 1 6 1933 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Joseph-Adonis, Fr." NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Joseph-Adonis, Fr." NA NA "2020-02-10T22:26:47.312Z" NA NA
"797" 473529069 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Île Bigras" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.5197 -73.8552 500 NA "gbif" NA NA NA NA NA NA "1993-10-03T00:00:00" 3 10 1993 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Girard, Caroline" NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Girard, Caroline" NA NA "2020-02-10T22:26:52.268Z" NA NA
"798" 473407266 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Île Bigras, Laval" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.5197 -73.8552 500 NA "gbif" NA NA NA NA NA NA "1993-10-03T00:00:00" 3 10 1993 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Catling, Paul M." "2007-01-01T00:00:00" "CC0_1_0" "Université de Montréal Biodiversity Centre" "Girard, Caroline" NA NA "2020-02-10T22:26:54.205Z" NA NA
"799" 473407298 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Île Bizard" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.4964 -73.8911 2500 NA "gbif" NA NA NA NA NA NA "1976-06-02T00:00:00" 2 6 1976 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Catling, Paul M." "2007-01-01T00:00:00" "CC0_1_0" "Université de Montréal Biodiversity Centre" "Bouchard, André; Hay, Stuart G.; LeBel, Constance" NA NA "2020-02-10T22:26:54.191Z" NA NA
"800" 473486208 "0348540a-e644-4496-89d3-c257da9ad776" "Plantae" "Tracheophyta" "Magnoliopsida" "Rosales" "Rhamnaceae" "Rhamnus" "Rhamnus cathartica" NA "SPECIES" "Rhamnus cathartica L." "Rhamnus cathartica Linnaeus" "Linnaeus" "CA" "Île de la Visitation" "Québec" NA NA "ff7bd5db-b724-4932-b496-10ea298851f9" 45.5794 -73.6611 800 NA "gbif" NA NA NA NA NA NA "1970-06-02T00:00:00" 2 6 1970 3039491 3039491 "PRESERVED_SPECIMEN" "Université de Montréal Biodiversity Centre" "MT" "Bernard, Guy, Fr." NA "CC0_1_0" "Université de Montréal Biodiversity Centre" "Bernard, Guy, Fr." NA NA "2020-02-10T22:26:44.927Z" NA NA
